"automated","collectionProtocol","comments","createdBy","groupNames","inputCount","instrumentName","jobId","jobStatus","name","plateId","primaryProtocol","protocolName","referenceSequenceName","sampleName","sequencingCondition","version","whenStarted"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42177R","16652","Completed","TD01172_ABC13_pool_IgK_4a_T18_SR","TD_01172_Fosmid_pools_P6_121019_MOCPW","BasecallerV1","RS_Subreads.1","","TD_01172_ABC13_pool_igk_4a_T18_121019_M_100pM","","2.3.0","Tue Dec 17 13:41:28 EST 2019"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42177R","16651","Completed","TD01172_ABC12_pool_igk_4b_T15_SR","TD_01172_Fosmid_pools_P6_121019_MOCPW","BasecallerV1","RS_Subreads.1","","TD_01172_ABC12_pool_igk_4b_T15_121019_M_100pM","","2.3.0","Tue Dec 17 13:40:37 EST 2019"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42177R","16650","Completed","TD01172_ABC11_pool_IGL_5_T13A_SR","TD_01172_Fosmid_pools_P6_121019_MOCPW","BasecallerV1","RS_Subreads.1","","TD_01172_ABC11_pool_IGL_5_T13A_121019_M_100pM","","2.3.0","Tue Dec 17 13:39:45 EST 2019"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42177R","16649","Completed","TD01172_ABC12_pool_IGK_5b_SR","TD_01172_Fosmid_pools_P6_121019_MOCPW","BasecallerV1","RS_Subreads.1","","TD_01172_ABC12_pool_igk_5b_T17_121019_M_100pM","","2.3.0","Tue Dec 17 13:38:36 EST 2019"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42177R","16648","Completed","TD01172_ABC10_pool_IGL_4_T6_SR","TD_01065_ER_isolate_TD_01290_HERV_pool_TD_01172_fosmids_P6_120419_MOCPW","BasecallerV1","RS_Subreads.1","","TD_01172_ABC10_pool_IGL_4_T6_120419_MOC_90pM","","2.3.0","Mon Dec 16 11:58:21 EST 2019"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42177R","16647","Completed","TD01172_ABC13_pool_IGK_4b_T19_SR","TD_01065_ER_isolate_TD_01290_HERV_pool_TD_01172_fosmids_P6_120419_MOCPW","BasecallerV1","RS_Subreads.1","","TD_01172_ABC13_pool_igk_4b_T19_120419_MO_80pM","","2.3.0","Mon Dec 16 11:53:02 EST 2019"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42177R","16646","Completed","TD01172_ABC10_pool_IGK_4a_T4_SR","TD_01065_ER_isolate_TD_01290_HERV_pool_TD_01172_fosmids_P6_120419_MOCPW","BasecallerV1","RS_Subreads.1","","TD_01172_ABC10_pool_igk_4a_T4_120419_MOC_80pM","","2.3.0","Mon Dec 16 11:52:22 EST 2019"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42177R","16645","Completed","TD01172_ABC11_pool_igk_5b_T11_SR","TD_01065_ER_isolate_TD_01290_HERV_pool_TD_01172_fosmids_P6_120419_MOCPW","BasecallerV1","RS_Subreads.1","","TD_01172_ABC11_pool_igk_5b_T11_120419_MO_70pM","","2.3.0","Wed Dec 11 11:57:51 EST 2019"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42163R","16644","Completed","TD01172_ABC11_pool_igk_4a_T8_SR","TD_01172_Fosmid_pools_P6_120619_MOCPW","BasecallerV1","RS_Subreads.1","","TD_01172_ABC11_pool_igk_4a_T8_120619_MO_100pM","","2.3.0","Wed Dec 11 11:57:06 EST 2019"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42163R","16643","Completed","TD01172_ABC10_pool_igk_5a_T5_SR","TD_01172_Fosmid_pools_P6_120619_MOCPW","BasecallerV1","RS_Subreads.1","","TD_01172_ABC10_pool_igk_5a_T5_120619_MO_100pM","","2.3.0","Wed Dec 11 11:56:25 EST 2019"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42163R","16642","Completed","TD01172_ABC11_pool_igk_5a_T10_SR","TD_01172_Fosmid_pools_P6_120619_MOCPW","BasecallerV1","RS_Subreads.1","","TD_01172_ABC11_pool_igk_5a_T10_120619_M_100pM","","2.3.0","Wed Dec 11 11:55:39 EST 2019"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42163R","16641","Completed","TD01172_ABC11_pool_igk_4b_ABC7_pool_igl_5_SR","TD_01172_Fosmid_pools_P6_120619_MOCPW","BasecallerV1","RS_Subreads.1","","TD_01172_ABC11plIGK4bABC7IGL5_120619_MO_100pM","","2.3.0","Wed Dec 11 11:54:53 EST 2019"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42163R","16640","Completed","TD01172_ABC10_pool_IGL_5_T7_SR","TD_01172_Fosmid_pools_P6_120619_MOCPW","BasecallerV1","RS_Subreads.1","","TD_01172_ABC10_pool_IGL_5_T7_120619_MO_100pM","","2.3.0","Wed Dec 11 11:53:10 EST 2019"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42163R","16639","Completed","TD01172_ABC11_pool_IGL_4_T12_SR","TD_01172_Fosmid_pools_P6_120619_MOCPW","BasecallerV1","RS_Subreads.1","","TD_01172_ABC11_pool_IGL_4_T12_120619_M_100pM","","2.3.0","Wed Dec 11 11:52:17 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16638","Completed","ER_20611_3A_5K_HGAP3","TD_01065_ER_isolate_TD_01290_HERV_pool_TD_01172_fosmids_P6_120419_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_20611_3A_5K_P6_120419_MOCPW_70pM","","2.3.0","Thu Dec 05 14:13:55 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16637","Completed","ER_20611_3A_BP_HGAP3","TD_01065_ER_isolate_TD_01290_HERV_pool_TD_01172_fosmids_P6_120419_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_20611_3A_BP_P6_120419_MOCPW_70pM","","2.3.0","Thu Dec 05 14:13:27 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16636","Completed","ER_20344_3A_5K_HGAP3_repeat","TD_01065_ER_PS_isolates_P6_112719_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_20344_3A_5K_P6_112719_MOCPW_70pM","","2.3.0","Wed Dec 04 14:25:52 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16635","Completed","ER_20344_3A_BP_HGAP3_repeat","TD_01065_ER_PS_isolates_P6_112719_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_20344_3A_BP_P6_112719_MOCPW_70pM","","2.3.0","Wed Dec 04 14:24:02 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16634","Failed","ER_20376_3A_HGAP3","TD_01065_ER_PS_isolates_P6_112719_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_20376_3A_PHT_P6_112719_MOCPW_70pM","","2.3.0","Mon Dec 02 13:25:19 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16633","Failed","ER_20344_3A_BP_HGAP3","TD_01065_ER_PS_isolates_P6_112719_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_20344_3A_BP_P6_112719_MOCPW_70pM","","2.3.0","Mon Dec 02 13:17:04 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16632","Failed","ER_20518_3A_HGAP3","TD_01065_ER_PS_isolates_P6_112719_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_20518_3A_PHT_P6_112719_MOCPW_70pM","","2.3.0","Mon Dec 02 13:15:33 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16631","Completed","ER_20456_3A_HGAP3","TD_01065_ER_PS_isolates_P6_112719_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_20456_3A_PHT_P6_112719_MOCPW_70pM","","2.3.0","Mon Dec 02 13:15:04 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16630","Completed","ER_20475_3A_HGAP3","TD_01065_ER_PS_isolates_P6_112719_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_20475_3A_PHT_P6_112719_MOCPW_70pM","","2.3.0","Mon Dec 02 13:14:21 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16629","Completed","ER_20478_3A_HGAP3","TD_01065_ER_PS_isolates_P6_112719_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_20478_3A_PHT_P6_112719_MOCPW_70pM","","2.3.0","Mon Dec 02 13:13:50 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16628","Completed","ER_20450_3A_HGAP3","TD_01065_ER_PS_isolates_P6_112719_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_20450_3A_PHT_P6_112719_MOCPW_70pM","","2.3.0","Mon Dec 02 13:13:26 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16627","Failed","ER_20344_3A_HGAP3","TD_01065_ER_PS_isolates_P6_112719_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_20344_3A_5K_P6_112719_MOCPW_70pM","","2.3.0","Mon Dec 02 13:12:42 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16626","Failed","ER_20476_3A_HGAP3","TD_01065_ER_PS_isolates_P6_112719_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_20476_3A_PHT_P6_112719_MOCPW_70pM","","2.3.0","Mon Dec 02 13:11:55 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16625","Failed","PS_00243_1A_HGAP3","TD_01065_ER_PS_isolates_P6_112719_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_PS_00243_1A_PHT_P6_112719_MOCPW_70pM","","2.3.0","Mon Dec 02 13:05:20 EST 2019"
"false","","It was successfully assembled on a private node by Hardik","MSmith","all","0","","16624","Failed","TD01065_ER_20347_3A_HGAP3","","","RS_HGAP_Assembly.3","","","","2.3.0",""
"false","","It was successfully assembled on a private node by Hardik","MSmith","all","0","","16623","Failed","TD01065_ER_20345_3A_HGAP3","","","RS_HGAP_Assembly.3","","","","2.3.0",""
"false","","It was successfully assembled on a private node by Hardik","MSmith","all","0","","16622","Failed","TD01065_ER_20377_3A_HGAP3","","","RS_HGAP_Assembly.3","","","","2.3.0",""
"false","","It was successfully assembled on a private node by Hardik","MSmith","all","0","","16621","Failed","TD01065_ER_20346_3A_HGAP3","","","RS_HGAP_Assembly.3","","","","2.3.0",""
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16620","Completed","ER_20342_3A_HGAP3","TD_01065_ER_isolates_P6_111919_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_20342_3A_PHT_P6_111919_MOCPW_70pM","","2.3.0","Wed Nov 20 14:40:01 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16619","Completed","ER_20336_3A_HGAP3","TD_01065_ER_isolates_P6_111919_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_20336_3A_PHT_P6_111919_MOCPW_70pM","","2.3.0","Wed Nov 20 12:36:05 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16618","Completed","ER_20304_3A_HGAP3","TD_01065_ER_isolates_P6_111919_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_20304_3A_PHT_P6_111919_MOCPW_70pM","","2.3.0","Wed Nov 20 12:35:22 EST 2019"
"true","MagBead OneCellPerWell v1","","fanglab","all","1","42177R","16617","Completed","Pbio_HGAP_tr2_5mb","TD_01065_ER_isolates_TD_01253_Probiotics_3kb_P6_110519_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD_01253_Probiotics_3kb_110519_MOCPW_70pM","","2.3.0","Mon Nov 18 14:41:30 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16616","Completed","ER_20265_3A_HGAP3_repeat2","TD_01065_ER_isolate_TD_01022_amplicons_P6_103119_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_20265_3A_BP_111519_MOCPW_70pM","","2.3.0","Mon Nov 18 12:04:08 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16615","Completed","ER_20265_3A_HGAP3_repeat","TD_01065_ER_isolate_TD_01022_amplicons_P6_103119_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_20265_3A_BP_111519_MOCPW_70pM","","2.3.0","Sat Nov 16 17:46:24 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16614","Stopped","ER_20265_3A_HGAP3","TD_01065_ER_isolate_TD_01022_amplicons_P6_103119_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_20265_3A_BP_111519_MOCPW_70pM","","2.3.0","Sat Nov 16 11:19:02 EST 2019"
"true","MagBead OneCellPerWell v1","","fanglab","all","1","42177R","16613","Completed","Pbio_ROI_tr1","TD_01065_ER_isolates_TD_01253_Probiotics_3kb_P6_110519_MOCPW","BasecallerV1","RS_ReadsOfInsert.1","","TD_01253_Probiotics_3kb_110519_MOCPW_70pM","","2.3.0","Wed Nov 13 15:27:35 EST 2019"
"true","MagBead OneCellPerWell v1","","fanglab","all","1","42177R","16612","Completed","Pbio_HGAP_tr1","TD_01065_ER_isolates_TD_01253_Probiotics_3kb_P6_110519_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD_01253_Probiotics_3kb_110519_MOCPW_70pM","","2.3.0","Wed Nov 13 15:26:56 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16611","Completed","ER_18549_3B_HGAP3","TD_01065_ER_isolates_TD_01253_Probiotics_3kb_P6_110519_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD_01065_ER_18549_3B_Pip_110519_MOCPW_70pM","","2.3.0","Mon Nov 11 16:33:44 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16610","Completed","ER_18558_3B_HGAP3","TD_01065_ER_isolates_TD_01253_Probiotics_3kb_P6_110519_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD_01065_ER_18558_3B_Pip_110519_MOCPW_70pM","","2.3.0","Mon Nov 11 16:33:04 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16609","Completed","ER_18552_3B_HGAP3","TD_01065_ER_isolates_TD_01253_Probiotics_3kb_P6_110519_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD_01065_ER_18552_3B_Pip_110519_MOCPW_70pM","","2.3.0","Mon Nov 11 16:32:30 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16608","Completed","ER_17317_3B_HGAP3","TD_01065_ER_isolates_TD_01253_Probiotics_3kb_P6_110519_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD_01065_ER_17317_3B_Pip_110519_MOCPW_70pM","","2.3.0","Mon Nov 11 16:31:49 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16607","Completed","CD_01523_3A_HGAP3","TD_01065_CDif_isolates_P6_103119_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD_01065_CD_01523_3A_Pip_103019_MOCPW_75pM","","2.3.0","Mon Nov 11 16:30:27 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16606","Completed","CD_01274_2A_HGAP3","TD_01065_CDif_isolates_P6_103119_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD_01065_CD_01274_2A_Pip_103019_MOCPW_75pM","","2.3.0","Mon Nov 11 16:29:43 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16605","Completed","CD_02640_2A_HGAP3","TD_01065_CDif_isolates_P6_103119_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD_01065_CD_02640_2A_Pip_103019_MOCPW_75pM","","2.3.0","Mon Nov 11 16:28:55 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16604","Completed","CD_02625_2A_HGAP3","TD_01065_CDif_isolates_P6_103119_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD_01065_CD_02625_2A_Pip_103019_MOCPW_75pM","","2.3.0","Mon Nov 11 16:26:46 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16603","Completed","CD_02636_2A_HGAP3","TD_01065_CDif_isolates_P6_103119_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD_01065_CD_02636_2A_Pip_103019_MOCPW_75pM","","2.3.0","Mon Nov 11 16:25:58 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16602","Completed","CD_02624_2A_HGAP3","TD_01065_CDif_isolates_P6_103119_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD_01065_CD_02624_2A_Pip_103019_MOCPW_75pM","","2.3.0","Mon Nov 11 16:25:10 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16601","Completed","CD_01363_2A_HGAP3","TD_01065_CDif_isolates_P6_103119_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD_01065_CD_01363_2A_Pip_103019_MOCPW_75pM","","2.3.0","Mon Nov 11 16:24:19 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16600","Completed","CD_02633_2A_HGAP3","TD_01065_CDif_isolates_P6_103119_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD_01065_CD_02633_2A_Pip_103019_MOCPW_75pM","","2.3.0","Mon Nov 11 16:23:38 EST 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16599","Completed","RC_03999_2A_HGAP3","TD_01065_RC_ER_isolates_TD_01170_GGTlox_pools_P6_102319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_RC_03999_2A_Pip_102319_MOCPW_90pM","","2.3.0","Fri Oct 25 16:37:42 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16598","Completed","ER_18602_5A_HGAP3","TD_01065_RC_ER_isolates_TD_01170_GGTlox_pools_P6_102319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_18602_5A_Pip_102319_MOCPW_70pM","","2.3.0","Fri Oct 25 16:36:45 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16597","Completed","CD_02547_3A_HGAP3","TD_01065_CD_isolates_P6_102319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_CD_02547_3A_Pip_P6_102319_MOCPW_70pM","","2.3.0","Fri Oct 25 16:35:48 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16596","Completed","CD_02019_4A_HGAP3","TD_01065_CD_isolates_P6_102319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_CD_02019_4A_Pip_P6_102319_MOCPW_90pM","","2.3.0","Fri Oct 25 16:35:08 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16595","Completed","CD_02606_2A_HGAP3","TD_01065_CD_isolates_P6_102319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_CD_02606_2A_Pip_P6_102319_MOCPW_70pM","","2.3.0","Fri Oct 25 16:32:58 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16594","Completed","CD_02598_2A_HGAP3","TD_01065_CD_isolates_P6_102319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_CD_02598_2A_Pip_P6_102319_MOCPW_70pM","","2.3.0","Fri Oct 25 16:32:16 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16593","Completed","CD_02493_2A_HGAP3","TD_01065_CD_isolates_P6_102319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_CD_02493_2A_Pip_P6_102319_MOCPW_70pM","","2.3.0","Fri Oct 25 16:19:50 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16592","Completed","CD_02616_2A_HGAP3","TD_01065_CD_isolates_P6_102319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_CD_02616_2A_Pip_P6_102319_MOCPW_70pM","","2.3.0","Fri Oct 25 16:19:12 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16591","Completed","ER_17526_4A_HGAP3","TD_01065_RC_ER_isolates_TD_01171_GGT_P6_100419_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_17526_4A_PHT_P6_100419_MOCPW_70pM","","2.3.0","Wed Oct 09 13:50:32 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16590","Completed","ER_15905_3A_HGAP3","TD_01065_RC_ER_isolates_TD_01171_GGT_P6_100419_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_15905_3A_PHT_P6_100419_MOCPW_70pM","","2.3.0","Wed Oct 09 13:49:42 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16589","Completed","RC_04870_2A_HGAP3","TD_01065_RC_ER_isolates_TD_01171_GGT_P6_100419_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_RC_04870_2A_PHT_P6_100419_MOCPW_70pM","","2.3.0","Wed Oct 09 13:47:49 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16588","Completed","RC_01047_2A_HGAP3","TD_01065_RC_ER_isolates_TD_01171_GGT_P6_100419_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_RC_01047_2A_PHT_P6_100419_MOCPW_100pM","","2.3.0","Wed Oct 09 13:47:02 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16587","Completed","RC_05452_2A_HGAP3","TD_01065_RC_ER_isolates_TD_01171_GGT_P6_100419_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_RC_05452_2A_PHT_P6_100419_MOCPW_70pM","","2.3.0","Wed Oct 09 13:45:46 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16586","Completed","RC_05238_2A_HGAP3","TD_01065_RC_ER_isolates_TD_01171_GGT_P6_100419_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_RC_05238_2A_PHT_P6_100419_MOCPW_70pM","","2.3.0","Wed Oct 09 13:44:38 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16585","Completed","RC_02255_2A_HGAP3","TD_01065_RC_ER_isolates_TD_01171_GGT_P6_100419_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_RC_02255_2A_PHT_P6_100419_MOCPW_70pM","","2.3.0","Wed Oct 09 13:43:17 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16584","Completed","RC_06051_2A_HGAP3","TD_01065_RC_ER_isolates_TD_01171_GGT_P6_100419_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_RC_06051_2A_PHT_P6_100419_MOCPW_70pM","","2.3.0","Wed Oct 09 13:42:09 EDT 2019"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42177R","16583","Completed","TD01172_ABC10_pool_IGK_4b_p8_SR","TD_01116_TC_HSC1_TD_01172_ABC_pools_P6_092019_MOCPW","BasecallerV1","RS_Subreads.1","","TD_01172_ABC10_pool_igk_4b_p8_092019_MO_85pM","","2.3.0","Fri Sep 27 14:04:51 EDT 2019"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42177R","16582","Completed","TD01172_ABC13_pool_IGK_5a_p6_SR","TD_01116_TC_HSC1_TD_01172_ABC_pools_P6_092019_MOCPW","BasecallerV1","RS_Subreads.1","","TD_01172_ABC13_pool_igk_5a_p6_092019_MO_85pM","","2.3.0","Fri Sep 27 14:03:00 EDT 2019"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42177R","16581","Completed","TD01116_TC_HSC1_CCS_SR","TD_01116_TC_HSC1_TD_01172_ABC_pools_P6_092019_MOCPW","BasecallerV1","RS_Subreads.1","","TD_01116_TreeCode_HSC1_CCS_092019_MO_85pM","","2.3.0","Fri Sep 27 14:00:45 EDT 2019"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42177R","16580","Completed","TD01172_ABC10_pool_IGK_5b_p7_SR","TD_01116_TC_HSC1_TD_01172_ABC_pools_P6_092019_MOCPW","BasecallerV1","RS_Subreads.1","","TD_01172_ABC10_pool_igk_5b_p7_092019_MO_85pM","","2.3.0","Fri Sep 27 13:52:22 EDT 2019"
"true","Standard Seq v3","","fanglab","all","1","42163R","16579","Failed","YK_mtDNA_PvuII_reseq","TD_01135_175bp_mtDNA_PvuII_091119_SSeq","BasecallerV1","RS_Resequencing.1","common/references/hg38","TD_01135_mtDNA_PvuII_175bp_091119_SSeq_150pM","","2.3.0","Mon Sep 23 15:38:57 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16578","Completed","ER_18552_3A_HGAP3_repeat","TD_01065_ER_isolates_P6_091319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_18552_3A_PHT_P6_091319_MOCPW_70pM","","2.3.0","Mon Sep 23 12:45:11 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16575","Completed","ER_17903_3A_HGAP3","TD_01065_PS_ER_isolates_P6_091319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_17903_3A_PHT_P6_091319_MOCPW_70pM","","2.3.0","Sun Sep 15 11:39:36 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16574","Completed","ER_18549_3A_HGAP3","TD_01065_PS_ER_isolates_P6_091319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_18549_3A_PHT_P6_091319_MOCPW_70pM","","2.3.0","Sun Sep 15 11:38:43 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16573","Completed","ER_18412_3A_HGAP3","TD_01065_PS_ER_isolates_P6_091319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_18412_3A_PHT_P6_091319_MOCPW_70pM","","2.3.0","Sun Sep 15 11:38:03 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16572","Completed","ER_18602_3A_HGAP3","TD_01065_ER_isolates_P6_091319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_18602_3A_PHT_P6_091319_MOCPW_70pM","","2.3.0","Sun Sep 15 11:37:23 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16571","Completed","ER_18983_3A_HGAP3","TD_01065_ER_isolates_P6_091319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_18983_3A_PHT_P6_091319_MOCPW_70pM","","2.3.0","Sun Sep 15 11:36:44 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16570","Completed","ER_18558_3A_HGAP3","TD_01065_ER_isolates_P6_091319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_18558_3A_PHT_P6_091319_MOCPW_70pM","","2.3.0","Sun Sep 15 11:35:58 EDT 2019"
